order_id,order_date,customer_name,customer_email,customer_city,product_name,category,unit_price,quantity
1013,2025-01-08,Milagros Pérez,milagros.pérez41@mail.com,La Plata,Auriculares Bluetooth,Audio,18900,2
1267,2025-01-08,Franco Torres,franco.torres19@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,18900,1
1277,2025-01-09,Mateo Flores,mateo.flores18@mail.com,La Plata,Cargador rápido,Accesorios,9500,2
1277,2025-01-09,Mateo Flores,mateo.flores18@mail.com,La Plata,Router WiFi,Redes,32300,1
1277,2025-01-09,Mateo Flores,mateo.flores18@mail.com,La Plata,"Notebook 15""",Computadoras,850000,2
1387,2025-01-10,Juan Flores,juan.flores50@mail.com,La Plata,Cargador rápido,Accesorios,8075,4
1387,2025-01-10,Juan Flores,juan.flores50@mail.com,La Plata,SSD 1TB,Almacenamiento,65000,4
1151,2025-01-11,Franco López,franco.lopez25@mail.com,San Juan,"Monitor 24""",Monitores,145000,4
1151,2025-01-11,Franco López,franco.lopez25@mail.com,San Juan,Hub USB-C,Periféricos,11250,1
1580,2025-01-12,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Cargador rápido,Accesorios,9500,2
1594,2025-01-12,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Teclado mecánico,Periféricos,32000,3
1648,2025-01-12,Rocío Gómez,rocio.gomez59@mail.com,La Plata,Auriculares Bluetooth,Audio,21000,3
1638,2025-01-13,Milagros Pérez,milagros.pérez41@mail.com,La Plata,"Monitor 24""",Monitores,123250,4
1638,2025-01-13,Milagros Pérez,milagros.pérez41@mail.com,La Plata,SSD 1TB,Almacenamiento,58500,2
1059,2025-01-14,Micaela Flores,micaela.flores37@mail.com,Rosario,Hub USB-C,Periféricos,11250,4
1059,2025-01-14,Micaela Flores,micaela.flores37@mail.com,Rosario,Router WiFi,Redes,38000,2
1142,2025-01-14,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Router WiFi,Redes,38000,2
1142,2025-01-14,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Webcam HD,Periféricos,18500,3
1142,2025-01-14,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Mouse inalámbrico,Periféricos,8500,3
1412,2025-01-14,Rocío Torres,rocio.torres6@mail.com,Mendoza,"Monitor 24""",Monitores,145000,3
1092,2025-01-15,Santiago López,santiago.lopez7@mail.com,San Juan,Hub USB-C,Periféricos,10625,3
1092,2025-01-15,Santiago López,santiago.lopez7@mail.com,San Juan,Auriculares Bluetooth,Audio,17850,1
1092,2025-01-15,Santiago López,santiago.lopez7@mail.com,San Juan,"Monitor 24""",Monitores,145000,4
1207,2025-01-15,Camila Acosta,camila.acosta2@mail.com,Mendoza,Mouse inalámbrico,Periféricos,8500,3
1557,2025-01-15,Rocío Rodríguez,rocio.rodriguez55@mail.com,San Juan,Teclado mecánico,Periféricos,28800,1
1557,2025-01-15,Rocío Rodríguez,rocio.rodriguez55@mail.com,San Juan,Webcam HD,Periféricos,18500,2
1321,2025-01-16,Sofía López,sofia.lopez5@mail.com,Buenos Aires,Webcam HD,Periféricos,18500,1
1389,2025-01-16,Juan Martínez,juan.martinez14@mail.com,Córdoba,Mouse inalámbrico,Periféricos,7225,3
1389,2025-01-16,Juan Martínez,juan.martinez14@mail.com,Córdoba,Mochila para notebook,Accesorios,24000,2
1399,2025-01-17,Franco López,franco.lopez25@mail.com,San Juan,Hub USB-C,Periféricos,10625,3
1489,2025-01-17,Florencia Romero,florencia.romero48@mail.com,Córdoba,Mochila para notebook,Accesorios,20400,2
1489,2025-01-17,Florencia Romero,florencia.romero48@mail.com,Córdoba,Teclado mecánico,Periféricos,32000,4
1564,2025-01-17,Agustina Rodríguez,agustina.rodriguez34@mail.com,Buenos Aires,SSD 1TB,Almacenamiento,65000,4
1564,2025-01-17,Agustina Rodríguez,agustina.rodriguez34@mail.com,Buenos Aires,"Notebook 15""",Computadoras,850000,4
1564,2025-01-17,Agustina Rodríguez,agustina.rodriguez34@mail.com,Buenos Aires,"Monitor 24""",Monitores,145000,1
1599,2025-01-18,Micaela Pérez,micaela.pérez47@mail.com,La Plata,Mochila para notebook,Accesorios,20400,1
1624,2025-01-18,Juan Gómez,juan.gomez0@mail.com,San Juan,Hub USB-C,Periféricos,12500,2
1624,2025-01-18,Juan Gómez,juan.gomez0@mail.com,San Juan,Mouse inalámbrico,Periféricos,8500,1
1026,2025-01-19,Agustina Rodríguez,agustina.rodriguez34@mail.com,Buenos Aires,Hub USB-C,Periféricos,11250,2
1026,2025-01-19,Agustina Rodríguez,agustina.rodriguez34@mail.com,Buenos Aires,Silla ergonómica,Muebles,210000,2
1520,2025-01-19,Juan Rodríguez,juan.rodriguez13@mail.com,Rosario,Webcam HD,Periféricos,18500,4
1520,2025-01-19,Juan Rodríguez,juan.rodriguez13@mail.com,Rosario,Silla ergonómica,Muebles,189000,3
1520,2025-01-19,Juan Rodríguez,juan.rodriguez13@mail.com,Rosario,Router WiFi,Redes,32300,2
1237,2025-01-20,Micaela Pérez,micaela.pérez47@mail.com,La Plata,"Notebook 15""",Computadoras,850000,2
1376,2025-01-21,Juan Díaz,juan.diaz52@mail.com,Rosario,SSD 1TB,Almacenamiento,65000,2
1608,2025-01-21,Florencia Romero,florencia.romero16@mail.com,Mendoza,Cargador rápido,Accesorios,8075,3
1608,2025-01-21,Florencia Romero,florencia.romero16@mail.com,Mendoza,Mochila para notebook,Accesorios,24000,4
1281,2025-01-22,Franco Fernández,franco.fernández58@mail.com,La Plata,Auriculares Bluetooth,Audio,21000,4
1419,2025-01-22,Santiago Pérez,santiago.pérez8@mail.com,Buenos Aires,Teclado mecánico,Periféricos,32000,4
1419,2025-01-22,Santiago Pérez,santiago.pérez8@mail.com,Buenos Aires,Router WiFi,Redes,32300,2
1525,2025-01-22,Juan Martínez,juan.martinez14@mail.com,Córdoba,Auriculares Bluetooth,Audio,18900,4
1525,2025-01-22,Juan Martínez,juan.martinez14@mail.com,Córdoba,Silla ergonómica,Muebles,210000,4
1525,2025-01-22,Juan Martínez,juan.martinez14@mail.com,Córdoba,SSD 1TB,Almacenamiento,65000,1
1631,2025-01-22,Martín Martínez,martin.martinez33@mail.com,Rosario,Silla ergonómica,Muebles,210000,2
1631,2025-01-22,Martín Martínez,martin.martinez33@mail.com,Rosario,Hub USB-C,Periféricos,12500,2
1258,2025-01-23,Micaela Pérez,micaela.pérez47@mail.com,La Plata,Mochila para notebook,Accesorios,24000,2
1258,2025-01-23,Micaela Pérez,micaela.pérez47@mail.com,La Plata,Auriculares Bluetooth,Audio,17850,2
1304,2025-01-23,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Router WiFi,Redes,34200,3
1304,2025-01-23,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Cargador rápido,Accesorios,9500,1
1304,2025-01-23,Lucía Fernández,lucia.fernández10@mail.com,San Juan,"Notebook 15""",Computadoras,850000,1
1251,2025-01-24,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,SSD 1TB,Almacenamiento,65000,1
1251,2025-01-24,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,Teclado mecánico,Periféricos,32000,4
1178,2025-01-25,Santiago López,santiago.lopez7@mail.com,San Juan,"Notebook 15""",Computadoras,850000,4
1274,2025-01-25,Juan Díaz,juan.diaz52@mail.com,Rosario,"Notebook 15""",Computadoras,850000,2
1335,2025-01-25,Emilio López,emilio.lopez57@mail.com,Buenos Aires,Teclado mecánico,Periféricos,32000,4
1454,2025-01-25,Santiago Gómez,santiago.gomez49@mail.com,San Juan,Mouse inalámbrico,Periféricos,8500,1
1454,2025-01-25,Santiago Gómez,santiago.gomez49@mail.com,San Juan,Router WiFi,Redes,34200,1
1454,2025-01-25,Santiago Gómez,santiago.gomez49@mail.com,San Juan,Teclado mecánico,Periféricos,28800,4
1017,2025-01-26,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Mochila para notebook,Accesorios,24000,2
1017,2025-01-26,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Silla ergonómica,Muebles,210000,1
1017,2025-01-26,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Router WiFi,Redes,32300,1
1125,2025-01-26,Agustina López,agustina.lopez1@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,21000,2
1125,2025-01-26,Agustina López,agustina.lopez1@mail.com,Buenos Aires,"Monitor 24""",Monitores,123250,2
1410,2025-01-26,Rocío Torres,rocio.torres6@mail.com,Mendoza,Hub USB-C,Periféricos,12500,4
1410,2025-01-26,Rocío Torres,rocio.torres6@mail.com,Mendoza,Silla ergonómica,Muebles,210000,1
1634,2025-01-26,Micaela Díaz,micaela.diaz30@mail.com,San Juan,"Notebook 15""",Computadoras,722500,4
1634,2025-01-26,Micaela Díaz,micaela.diaz30@mail.com,San Juan,Webcam HD,Periféricos,18500,4
1634,2025-01-26,Micaela Díaz,micaela.diaz30@mail.com,San Juan,Teclado mecánico,Periféricos,28800,2
1364,2025-01-27,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,18900,1
1547,2025-01-27,Agustina Flores,agustina.flores51@mail.com,Córdoba,"Notebook 15""",Computadoras,850000,1
1513,2025-01-28,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Mochila para notebook,Accesorios,24000,1
1513,2025-01-28,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Router WiFi,Redes,38000,1
1513,2025-01-28,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Silla ergonómica,Muebles,210000,1
1203,2025-01-29,Franco Fernández,franco.fernández58@mail.com,La Plata,Silla ergonómica,Muebles,210000,2
1280,2025-01-29,Micaela Díaz,micaela.diaz30@mail.com,San Juan,Mouse inalámbrico,Periféricos,7650,4
1280,2025-01-29,Micaela Díaz,micaela.diaz30@mail.com,San Juan,"Monitor 24""",Monitores,123250,3
1280,2025-01-29,Micaela Díaz,micaela.diaz30@mail.com,San Juan,Teclado mecánico,Periféricos,27200,1
1354,2025-01-29,Tomás Acosta,tomás.acosta39@mail.com,La Plata,Router WiFi,Redes,38000,2
1354,2025-01-29,Tomás Acosta,tomás.acosta39@mail.com,La Plata,Cargador rápido,Accesorios,9500,1
1359,2025-01-29,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,Hub USB-C,Periféricos,12500,3
1359,2025-01-29,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,"Monitor 24""",Monitores,145000,3
1487,2025-01-29,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Webcam HD,Periféricos,18500,2
1002,2025-01-30,Emilio Díaz,emilio.diaz15@mail.com,Mendoza,Hub USB-C,Periféricos,12500,1
1250,2025-01-30,Valentina Flores,valentina.flores36@mail.com,Rosario,Mochila para notebook,Accesorios,21600,1
1250,2025-01-30,Valentina Flores,valentina.flores36@mail.com,Rosario,Router WiFi,Redes,38000,3
1250,2025-01-30,Valentina Flores,valentina.flores36@mail.com,Rosario,Webcam HD,Periféricos,15725,2
1084,2025-01-31,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,Webcam HD,Periféricos,16650,3
1236,2025-01-31,Mateo Flores,mateo.flores18@mail.com,La Plata,Router WiFi,Redes,32300,2
1350,2025-01-31,Camila Acosta,camila.acosta2@mail.com,Mendoza,Silla ergonómica,Muebles,189000,4
1350,2025-01-31,Camila Acosta,camila.acosta2@mail.com,Mendoza,Webcam HD,Periféricos,18500,4
1371,2025-02-01,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,Router WiFi,Redes,38000,2
1371,2025-02-01,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,"Monitor 24""",Monitores,145000,3
1617,2025-02-01,Tomás Fernández,tomás.fernández29@mail.com,Rosario,Silla ergonómica,Muebles,210000,3
1617,2025-02-01,Tomás Fernández,tomás.fernández29@mail.com,Rosario,"Notebook 15""",Computadoras,722500,3
1130,2025-02-02,Santiago López,santiago.lopez7@mail.com,San Juan,Mochila para notebook,Accesorios,21600,1
1130,2025-02-02,Santiago López,santiago.lopez7@mail.com,San Juan,SSD 1TB,Almacenamiento,55250,2
1294,2025-02-02,Florencia Torres,florencia.torres9@mail.com,Córdoba,"Notebook 15""",Computadoras,765000,3
1313,2025-02-02,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,Teclado mecánico,Periféricos,32000,3
1313,2025-02-02,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,Silla ergonómica,Muebles,189000,2
1313,2025-02-02,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,"Monitor 24""",Monitores,145000,1
1358,2025-02-02,Martín Martínez,martin.martinez33@mail.com,Rosario,Cargador rápido,Accesorios,8550,1
1358,2025-02-02,Martín Martínez,martin.martinez33@mail.com,Rosario,Hub USB-C,Periféricos,10625,4
1582,2025-02-02,Rocío Torres,rocio.torres6@mail.com,Mendoza,Silla ergonómica,Muebles,189000,1
1582,2025-02-02,Rocío Torres,rocio.torres6@mail.com,Mendoza,Mouse inalámbrico,Periféricos,8500,1
1075,2025-02-03,Santiago López,santiago.lopez7@mail.com,San Juan,Mochila para notebook,Accesorios,24000,1
1075,2025-02-03,Santiago López,santiago.lopez7@mail.com,San Juan,Teclado mecánico,Periféricos,27200,2
1133,2025-02-03,Florencia Torres,florencia.torres9@mail.com,Córdoba,Webcam HD,Periféricos,16650,3
1381,2025-02-03,Agustina López,agustina.lopez1@mail.com,Buenos Aires,Router WiFi,Redes,38000,4
1037,2025-02-05,Sofía Torres,sofia.torres27@mail.com,San Juan,SSD 1TB,Almacenamiento,65000,1
1037,2025-02-05,Sofía Torres,sofia.torres27@mail.com,San Juan,Hub USB-C,Periféricos,11250,3
1037,2025-02-05,Sofía Torres,sofia.torres27@mail.com,San Juan,Cargador rápido,Accesorios,8550,3
1057,2025-02-05,Juan Martínez,juan.martinez14@mail.com,Córdoba,Mouse inalámbrico,Periféricos,8500,2
1057,2025-02-05,Juan Martínez,juan.martinez14@mail.com,Córdoba,Cargador rápido,Accesorios,9500,2
1057,2025-02-05,Juan Martínez,juan.martinez14@mail.com,Córdoba,Auriculares Bluetooth,Audio,18900,2
1444,2025-02-06,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Auriculares Bluetooth,Audio,18900,1
1444,2025-02-06,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Silla ergonómica,Muebles,189000,3
1505,2025-02-06,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,Auriculares Bluetooth,Audio,18900,4
1505,2025-02-06,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,Webcam HD,Periféricos,16650,4
1505,2025-02-06,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,"Notebook 15""",Computadoras,850000,3
1616,2025-02-06,Camila Flores,camila.flores45@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,21000,4
1618,2025-02-06,Camila Acosta,camila.acosta2@mail.com,Mendoza,Teclado mecánico,Periféricos,32000,1
1618,2025-02-06,Camila Acosta,camila.acosta2@mail.com,Mendoza,Auriculares Bluetooth,Audio,17850,2
1042,2025-02-07,Micaela Díaz,micaela.diaz30@mail.com,San Juan,"Notebook 15""",Computadoras,765000,2
1042,2025-02-07,Micaela Díaz,micaela.diaz30@mail.com,San Juan,Router WiFi,Redes,34200,4
1209,2025-02-07,Tomás Fernández,tomás.fernández29@mail.com,Rosario,Mouse inalámbrico,Periféricos,7650,4
1209,2025-02-07,Tomás Fernández,tomás.fernández29@mail.com,Rosario,"Monitor 24""",Monitores,145000,4
1209,2025-02-07,Tomás Fernández,tomás.fernández29@mail.com,Rosario,Mochila para notebook,Accesorios,20400,3
1288,2025-02-07,Camila Flores,camila.flores45@mail.com,Buenos Aires,Webcam HD,Periféricos,16650,2
1282,2025-02-08,Camila Acosta,camila.acosta2@mail.com,Mendoza,Webcam HD,Periféricos,18500,1
1282,2025-02-08,Camila Acosta,camila.acosta2@mail.com,Mendoza,Silla ergonómica,Muebles,210000,3
1282,2025-02-08,Camila Acosta,camila.acosta2@mail.com,Mendoza,Hub USB-C,Periféricos,10625,2
1285,2025-02-08,Juan Martínez,juan.martinez14@mail.com,Córdoba,Hub USB-C,Periféricos,12500,4
1285,2025-02-08,Juan Martínez,juan.martinez14@mail.com,Córdoba,Cargador rápido,Accesorios,9500,1
1150,2025-02-09,Franco Fernández,franco.fernández58@mail.com,La Plata,Hub USB-C,Periféricos,11250,4
1150,2025-02-09,Franco Fernández,franco.fernández58@mail.com,La Plata,"Notebook 15""",Computadoras,850000,3
1549,2025-02-10,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,Mouse inalámbrico,Periféricos,7225,3
1549,2025-02-10,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,"Notebook 15""",Computadoras,850000,1
1549,2025-02-10,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,Router WiFi,Redes,34200,4
1581,2025-02-10,Micaela Pérez,micaela.pérez47@mail.com,La Plata,"Monitor 24""",Monitores,145000,4
1079,2025-02-11,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,17850,2
1247,2025-02-11,Camila Romero,camila.romero43@mail.com,Rosario,Mochila para notebook,Accesorios,20400,1
1247,2025-02-11,Camila Romero,camila.romero43@mail.com,Rosario,Silla ergonómica,Muebles,210000,1
1247,2025-02-11,Camila Romero,camila.romero43@mail.com,Rosario,SSD 1TB,Almacenamiento,55250,2
1067,2025-02-13,Camila López,camila.lopez12@mail.com,Córdoba,Cargador rápido,Accesorios,8550,4
1076,2025-02-13,Franco Torres,franco.torres19@mail.com,Buenos Aires,Teclado mecánico,Periféricos,27200,4
1640,2025-02-13,Florencia Romero,florencia.romero48@mail.com,Córdoba,Cargador rápido,Accesorios,9500,1
1504,2025-02-14,Camila Acosta,camila.acosta2@mail.com,Mendoza,Mouse inalámbrico,Periféricos,8500,2
1401,2025-02-15,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Router WiFi,Redes,38000,4
1401,2025-02-15,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Cargador rápido,Accesorios,9500,3
1401,2025-02-15,Lucía Fernández,lucia.fernández10@mail.com,San Juan,SSD 1TB,Almacenamiento,65000,2
1427,2025-02-15,Camila Díaz,camila.diaz38@mail.com,Buenos Aires,Mochila para notebook,Accesorios,21600,2
1442,2025-02-15,Milagros Pérez,milagros.pérez41@mail.com,La Plata,SSD 1TB,Almacenamiento,65000,2
1473,2025-02-15,Nicolás Romero,nicolás.romero28@mail.com,San Juan,Mochila para notebook,Accesorios,21600,1
1473,2025-02-15,Nicolás Romero,nicolás.romero28@mail.com,San Juan,SSD 1TB,Almacenamiento,65000,1
1587,2025-02-15,Juan Martínez,juan.martinez14@mail.com,Córdoba,Webcam HD,Periféricos,18500,4
1587,2025-02-15,Juan Martínez,juan.martinez14@mail.com,Córdoba,SSD 1TB,Almacenamiento,65000,2
1116,2025-02-16,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,Mouse inalámbrico,Periféricos,7650,1
1116,2025-02-16,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,Webcam HD,Periféricos,18500,3
1137,2025-02-16,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,Teclado mecánico,Periféricos,32000,4
1158,2025-02-16,Milagros Pérez,milagros.pérez41@mail.com,La Plata,Hub USB-C,Periféricos,10625,4
1158,2025-02-16,Milagros Pérez,milagros.pérez41@mail.com,La Plata,Silla ergonómica,Muebles,189000,1
1158,2025-02-16,Milagros Pérez,milagros.pérez41@mail.com,La Plata,"Notebook 15""",Computadoras,850000,2
1407,2025-02-17,Emilio López,emilio.lopez57@mail.com,Buenos Aires,Hub USB-C,Periféricos,12500,4
1407,2025-02-17,Emilio López,emilio.lopez57@mail.com,Buenos Aires,Cargador rápido,Accesorios,9500,4
1136,2025-02-18,Agustina Acosta,agustina.acosta26@mail.com,San Juan,"Notebook 15""",Computadoras,850000,3
1136,2025-02-18,Agustina Acosta,agustina.acosta26@mail.com,San Juan,SSD 1TB,Almacenamiento,58500,2
1329,2025-02-18,Emilio López,emilio.lopez57@mail.com,Buenos Aires,"Notebook 15""",Computadoras,850000,1
1009,2025-02-19,Rocío Torres,rocio.torres6@mail.com,Mendoza,"Notebook 15""",Computadoras,765000,4
1009,2025-02-19,Rocío Torres,rocio.torres6@mail.com,Mendoza,SSD 1TB,Almacenamiento,65000,1
1009,2025-02-19,Rocío Torres,rocio.torres6@mail.com,Mendoza,Cargador rápido,Accesorios,8550,1
1119,2025-02-19,Santiago López,santiago.lopez7@mail.com,San Juan,Silla ergonómica,Muebles,189000,2
1502,2025-02-19,Sofía López,sofia.lopez5@mail.com,Buenos Aires,Silla ergonómica,Muebles,210000,1
1573,2025-02-19,Nicolás Sánchez,nicolás.sánchez53@mail.com,Mendoza,Cargador rápido,Accesorios,9500,3
1573,2025-02-19,Nicolás Sánchez,nicolás.sánchez53@mail.com,Mendoza,SSD 1TB,Almacenamiento,55250,3
1078,2025-02-20,Micaela Pérez,micaela.pérez47@mail.com,La Plata,Router WiFi,Redes,38000,2
1166,2025-02-21,Mateo Flores,mateo.flores18@mail.com,La Plata,Silla ergonómica,Muebles,178500,3
1166,2025-02-21,Mateo Flores,mateo.flores18@mail.com,La Plata,Cargador rápido,Accesorios,8075,2
1166,2025-02-21,Mateo Flores,mateo.flores18@mail.com,La Plata,Mouse inalámbrico,Periféricos,8500,4
1234,2025-02-21,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,SSD 1TB,Almacenamiento,65000,1
1234,2025-02-21,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Mochila para notebook,Accesorios,20400,1
1344,2025-02-21,Sofía López,sofia.lopez5@mail.com,Buenos Aires,Teclado mecánico,Periféricos,32000,4
1422,2025-02-21,Valentina Flores,valentina.flores36@mail.com,Rosario,Silla ergonómica,Muebles,210000,4
1422,2025-02-21,Valentina Flores,valentina.flores36@mail.com,Rosario,SSD 1TB,Almacenamiento,58500,4
1456,2025-02-21,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Silla ergonómica,Muebles,189000,2
1456,2025-02-21,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Webcam HD,Periféricos,15725,1
1456,2025-02-21,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Hub USB-C,Periféricos,12500,1
1028,2025-02-22,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Silla ergonómica,Muebles,210000,2
1028,2025-02-22,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,"Notebook 15""",Computadoras,850000,2
1172,2025-02-22,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,Silla ergonómica,Muebles,210000,1
1172,2025-02-22,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,Teclado mecánico,Periféricos,28800,3
1172,2025-02-22,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,Webcam HD,Periféricos,16650,2
1182,2025-02-23,Bruno Torres,bruno.torres46@mail.com,Mendoza,Cargador rápido,Accesorios,9500,1
1182,2025-02-23,Bruno Torres,bruno.torres46@mail.com,Mendoza,SSD 1TB,Almacenamiento,65000,3
1182,2025-02-23,Bruno Torres,bruno.torres46@mail.com,Mendoza,"Monitor 24""",Monitores,130500,4
1400,2025-02-23,Juan Martínez,juan.martinez14@mail.com,Córdoba,"Monitor 24""",Monitores,145000,1
1400,2025-02-23,Juan Martínez,juan.martinez14@mail.com,Córdoba,SSD 1TB,Almacenamiento,65000,3
1152,2025-02-24,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,"Notebook 15""",Computadoras,722500,4
1239,2025-02-24,Camila Díaz,camila.diaz38@mail.com,Buenos Aires,Webcam HD,Periféricos,18500,4
1239,2025-02-24,Camila Díaz,camila.diaz38@mail.com,Buenos Aires,Mochila para notebook,Accesorios,24000,4
